,text,label
45,aplikasi sudah bagus sesal dapa trasaksi alas milik rek jadi sumber dana capek bolak bank ngurusin kaya begitu sudah perbaikin tahan minggu laku transaksi eror alas tolong jelas,1
46,kelas bri aplikasi kaya usaha yang startup koneksi jaring bagus bug tolong baik,1
47,kendala daftar akun brimo sms lambat kirim susah masuk lengkap data video wajah salah sistem video moga depan developer perhati kurang pengaruh maju aplikasi brimo,1
48,sulit nasabah sudah puluh kali rekam video sudah moga cepat baik,1
49,versi indikator sinyal aplikasi crash update tolong kasih update masuk aplikasi jaring bagus crash aplikasi jaring stabil 4g full stabil saran kalau nambah fitur tes,1
50,aplikasi error butuh mohin baik nyaman,1
51,aplikasi bagaimana iya sudah benar data login sinyal sudah bagus pulsa full username salah password salah aplikasi mohon baik sistem kasi butuh nya cek transaksi eror pas,1
52,tolong bantu team bri plikasi brimo blokir menu lupa paswordny update aplikasi muncul menu lupa paswordny,1
53,log in brimo user id password direset tetep terang user id password salah,1
54,kapok nabung bri potong rencana mau nabung eh kurang melulu brimo ragu aman alam ulang nabung internet banking nya deh,1
55,payahhh aplikasi bantu sast login suka hilang signal tari uang ganggu,1
56,bank yang ganggu minum obat hari 3x ganguan ganguan,1
57,koneksi internet bagaimana pas rekam 8 detik yang muncul koneksi internet bgus pakai kuota wifi via wa sampai respon tolong jangan sulit nasabah,1
58,tuju brimo sih bikin emosi transaksi koneksi jaring sedia buka aplikasi lai lancar jaya contoh noohhh bank belah benar benar mudah guna lha mudah sih mudah mudah darah,1
59,iya aplikasi sesal bri susah sudah daftar kli hasil vidio suara kuat,1
60,ini kendala rekam wajah 8 detik terang nya koneksi internet wifi rumah download apa tetep lancar data hp bagus isi paket an pas daftar rekam wajah 8 detik sulit tulis koneksi internet tahap isi nomor rekening tulis koneksi internet sinyal bagus data paket tidak bisaa pliss,1
61,bilang kalau kendal tinggal email hubung cs whatsapp tidak solusi email balas tidak nanyain nomor rekening sudah daftarin segitu ribetnya bri,1
62,registrasi gagal verifikasi rekam video payaaahhh,1
63,beli pulsa pakai tidak masuk pulsa potong saja saldo atmnya parah banget sudah adu aplikasi terima saja tidak proses trouble sih bank,1
64,bri layan tidak daftar online hape g nomor daftar kantor antri subuh bangkrut saja kamu sampah layan kecewa,1
65,kecewa gagal rekam video aplikasi suruh intal ulang lelah deh makan kouta,1
66,rekam wajah susah banget alas jaring tidak bagus jaring bagus sudah coba uninstall install ulang tidak bagaimana siii butuh bayar uang kuliah ribet banget habis tidak bisa masuk tahap rekam stuck masuk nomor rekening ribet banget,1
67,lupa pin nyuruh reset pin kode otp sms tidak kunjung apk setengah2 layan nya tidak apk yang muas costumer tidak sok mudah costumer sudah nyusahin disusahin kecewa bri,1
68,akun brimo pas suruh masuk password sudah password tidak bisa username coba masuk yang kode siae bikin kesal tolong baik,1
69,alam baca ulas aplikasi bagus sulit guna verifikasi app bank maaf hapus kasi bintang 1 layak bintang mudah2 depan mudah transaksi digital,1
70,ribet banget parah daftar susah ampun langsung bank bantu cs suruh coba rumah sudah rumah 20 kali sesuai foto ktp verifikasi data ktp verifikasi nomor bikin video pakai foto wajah sm ktp hapus data suruh uninstall install saja hasil nya bodoh kode sir3 sungguh kecewa beda banget sm bc,1
71,bagaimana sih uang loh pas sudah lupa password ngirim sms nya banget coba saja tidak pulsa 10k,1
72,tidak login suruh ganti username username gampang suruh ganti ganti diinget tidak sudah coba yang ttep tidak bisa mandek tidak pakai mobile banking tidak ubah tahun iya kalau orang lagi urgent transfer susah tolong baik limit hari banget banget tf salah sistem broken,1
73,g bagus turun kualitas aplikasi sinyal bagus kenceng login saja susah banget,1
74,apk yang gendeng nama lama2 jadi gendeng masak foto ktp blenk diem saja layar bikin rusak kamera saja ini apk yang jangan donwload apk bikin koplak bikin jengkel walaopun hapus instal tetep,1
75,tanggal 1 isi pulsa pakai brimo proses cepat langsung masuk pulsa pulsa isi masuk status proses proses cepat proses proses,1
76,baharu parah login susah bayar auto debet error manual error tagih jadi jatuh tempo bagaimana,1
77,proses susah ribet ngikutin kembang teknologi bilang sulit daftar akun pesan eror gagal login,1
78,aduh bagaimana bos aplikasi sulit suruh instal uninstal coba baik biar bagus aplikasi bank,1
79,error melulu apk nya tf tidak tarik tunai coba atm tarik tunai eh nya pin salah melulu anjing pin saya sudah benar alhasil blokir anjing,1
80,payah apk iya lupa user password sudah ubah iya saja tidak ngabisin pulsa doank kirim kode validasi payah deh apk iya,1
81,gampang daftar bromo ko ngeselin iya gagal saja sudah kali suruh install ulang aplikasi sudah instal ulang tidak rugi kuota saja,1
82,kalau sudah jam tidak transaksi saldo tidak muat tidak transaksi,1
83,uang hilang top up dana dana terima uang kah taktik hasil uang samping harap uang cepat tanda bukti sebar luas online offline sekian terimakasih,1
84,yah tidak bisa login malam tulis jaring internet tidak wifi aman aman tolong baik sistem data username password sinyal bagus login,1
85,aplikasi nya jelek sudah kai bikin video verifikasi data lengkap gagal tolong sistem nya baik sulit lebih baik tidak bikin aplikasi ribet,1
86,brimo maksutnya iya saldo sya hilang nggk biaya kadang 2 minggu kdang minggu sekali pdahal juga nggk angsur tolng jngan motong saldo,1
87,sudah 5x registrasi gagal bank bri nya bantu cs nya bilang aplikasi ganggu kelas bank nasional elo aplikasi saja beranta,1
88,nya gampang bikin akun brimo tidak kantor cabang bri tapi pas daftar rekam wajah gagal terus introksi nya sudah lakuin ihh gagal terus mudah dmna nya tidak nemuin ini aplikasi mudah daftar,1
89,bikin rekening saja susah data lengkap pesan ngulang saja bagaimana,1
90,sumpah aplikasi sampah sulit sandi sudah tulis saja salah gilir klik lupa password otp masuk email jam masuk laku otp 3 menit developer tidak bikin aplikasi lebih baik sekolah ajar otodidak developer aplikasi,1
91,kesini brimo aneh log in saja susah tidak lupa tulis lupa lebih baik brimo versi tidak ribet,1
92,aplikasi bikin orang pusing cari solusi mudah pusing baik lagi belum edar aplikasi,1
93,perifikasi wajah vidio 8 detik nya gagal alas sinyal pakai wifi data tetep tidak sinyal full coba kali kali tetep hasil nya buang buang,1
94,aplikasi buruk brimo sulit upload video nya sekian kali sengaja nyoba download bikin beberpa download aplk sulit upload buruk mubadzir,1
95,aplikasi yang latih emosi kali kali sudah rekam saja tidak sudah sesuai tunjuk cahaya bagus hasil rekam kamera hp tidak belakang cahaya saya mandi wangi tetep tolak ekekke pingin mudah jadi sulit,1
96,moga baca manajemen bri brpa kali jadi beli pulsa brimo saldo kurang tapi pulsa msi proses aju keluh lalu brimo 2hari belum transaksi pulsa brimo beli pulsa manual konter minimarket,1
97,brimo masalah pas transfer gagal jaring bagus top up gagal nomor briva temu yang lambat kadang merespon apk baharu ada2 transfer top up tidak lancar,1
98,pas tarik tunai kartu tidak aplikasi tanggap lapor uninstall install tidak masuk,1
99,parah parah parah isi saldo rek brimo bayar ceria tahan sesuai tagih tapi aplikasi ceria tidak bayar sih dana tahan tahan kalu tidak debet jadi rugi nyediakan dana 2 kali lipat,1
100,aplikasi daftar saja suruh ambil poto aplikasi eror tombol poto tidak jalan sinyal bagus cahaya terang bikin ribet saja ini aplikasi,1
101,aplikasi jelek mohon baik sudah 6 jam coba transfer tulis server baik tunggu menit sudah menit sudah jam jam ngak,1
102,ribet banget pakai brimo login tunggu link kirim sms lha nomor yang cantum brimo bagaimana tidak opsi pilih cuma login tunggu sms saja,1
103,kecewa aplikasi jadi seperti begini tf saja tdak mlibihi limit hari seblelup updat yang bisa2 saja brapa juga,1
104,bagaimana sih sudah ganti hp verfikasi tidak mudah orang susah niat tidak sih aplikasi kacau bngt verfikasi rekam sudah terang hp kamera nya bagus sinyal bagus aplikasi nya yang tidak bagus bngt,1
105,tahi saya ganti hp saya masuk username sandi tidak tahu nya ganti hp sandi salah username salah begitu saya tunggu sms konfirmasi tidak kunjung,1
106,aplikasi yang error khawatir handal dalam sedia data saldo efektif beda data mutasi rekening vs data saldo efektif bbrp kali justeru tampil saldo negatif hubung cs tidak solusi,1
107,versi buka bagus jelek baget login saja susah banget sape belum login lbh bagus versi bikin pitam bri baik mudah jangan sulit,1
108,sungguh repot gagal tari kalau atm nya benar2 tiada sangaterepptkan bikin atm atm nya ganti virtual sulit transaksi,1
109,saya kecewa kenapa transaksi limit hari saya transaksi tapi,1
110,login loguot susah nya user name salah salah disaranin pakai eror,1
111,mbanking blokir pulih lupa pasword tapi sulit susah banget proses g sudah ikut proses,1
112,aplikasi nya ribet banget sekian kali tidak login aplikasi,1
113,download susah ampun lho daftar tidak tahu nama sandi,1
114,ulang kali take vidio iya allaahh sudah 10 kayak tetep saja tidak cahaya okee sinyal okee suara okee kamera nya saja aneh miring begituu sabarre sabarr masyaallahhh,1
115,apk sampah main blokir saja ajg 3 kali salah main blokir banget bayar tunggak suruh tunggu sms sms tidak sumpah kesel banget ajg make brimo gara brimo bunga cicil saya nambah,1
116,aplikasi payah lambat fitur ganti pswd tapi tidak fungsi lebih baik baik baharu deh,1
117,aplikasi ribet verifikasi data sulit 10 kali verifikasi data gagal,1
118,adu kali kali apl brimo cek menu adu terang nya live chat bingung jwaban kecewa,1
119,kecewa aplikasi brimo coba daftar gagal rekam wajah mohon brimo beri ringan biar download ulang2,1
120,aplikasi bantu sulit daftar brimo susah coba 10000 kali sulit verifikasi video tolong mudah proses daftar komen masalah gagal verifikasi video terimakasih moga cepat baik,1
121,aplikasi nya tidak jls sudah lelah ulang daftar saja tidak muncul mohon maaf server baik coba ulang menit depan menit yang mna maksud ny sekarang begitu saja yang muncul tolong baik gimna solusi nya ganti kartu dsruh pakai aplikasi daftar ganggu begini tolong iya baik,1
122,tolong donk ngertiin driver withdraw ny bantu dengan sulit alesan tunggu proses 2 x 24 jm lahh butuh banget kenapa saldo ojol sudah kurang tapi saldo bri tidak masuk saldo ny kacau trllu lambat,1
123,susah banget daftar ulang ulang rekam video sudah minggu hugs yang bikin tidak diupload rekam video nya berulangkali rekam gagal teruuuus habis juga kuota kalau bikin aplikasi ajar bonge p arahhhhhh puluh kali gagal video verivikasi sulit daftar pasang apk brimo kalau tidak tindak cuma bintang 1 apk nya saya hapus,1
124,layan adu nasabah lamban tari tunai uang saldo debet kembali dana cepat adu diam smpai jam jam pas butuh uang narik saldo debet uang proses kembali dana jujur kecewa sih,1
125,tolong update baharu aplikasi henti redmi 4x diakalin reset ulang hp aplikasi henti kecewa tidak transaksi tidak kartu atm ngandalin brimo aplikasi kayak begini mohon baik,1
126,bintang turunin karena sebab trussssss koneksi nya bagus tapi bilang koneksi internet masalah otak kauu bersamasalah sdah bertahun2 brimo suka bohong bangkeeee di juragan alas yang bangkeee,1
127,kait jaring aplikasi diupdate susah login loading gagal masuk kalau masuk loading jaring internet bagus coba pakai jaring,1
128,error ngebug daftar akun pas verifikasi video aplikasi henti ulang uninstall instal tolong baik kalau spesifikasi aplikasi kompatibel perangkat daftar hp xiaomi redmi 5 plus ngebug mohon kerjasamanya terimakasih,1
129,kelas bank bri aplikasi saja jelek banget error coba evaluasi aplikasi biar nasabah nyaman transaksi terima kasih,1
130,bintang 5 baik apk nya uji sabar saat genting situ eror coba ulang kali eror wifi paket data lancar koneksi putus hp lancar jaya hp eror wifi mau brimo,1
131,ini aplikasi ko gagal melulu iya memang genting bayar mohon baik iya sistem,1
132,aplikasi buruk transfer beli top up muncul kode fp jaring lancar apk baru mas error saldo cukup aju aju buruk,1
133,kali buka aplikasi brimo respon update yang apa sih yang salah bri kendala,1
134,dafta akun aplikasi daftar blom cek masuk username password benarr tapi keteng blom akun le web brimo teruss pungsi nya terdaftarr,1
135,habis update versi baru tidak pakai bagaimana ini aplikasi berheti jaring internet buruk sinyal provider nama 4g kenceng hadeh tidak bintang 3 bintang 1 saja ampe bug nya beres tidak pakai brimo bug selesai baik akses jaring penuh bikin ribet,1
136,sangatt buang sudah nyoba kali tetep gagal sampek unistall instal ber ulang tapi tetep ajaa sudah coba hari tetep tidak sudah maksimal pas vidio foto tapi tetep gagal,1
137,akun blokir anjur buka blokir via lupa password capai proses tahap tunggu pesan verifikasi sms risi link ganti password kunjung ulang proses kode sms 3 kali kalimat mohon maaf kendala sistem 1 minggu login akun brimo,1
138,mudah daftar akun saja susah gagal jaring bagus perintah laksana saja gagal email nya saja pakai ai tidak ngebantu kecewa,1
139,kecewa layan buruk lupa saja susah ampun suruh tunggu link sms tidak kerkirim2 sudah lakuin ulang saja tetep servernya sangattt burukkkkkk,1
140,a bri sedia kartu atm brimo alam pakai not bagus not recommended and very inconvenient tarik tunai kelipat 100k option nominal a error repot repot kartu atm lagi transaksi lancar ganggu dengan error,1
141,bisa desak suruh washap putar putar payah,1
142,error transaksi gagal top up transfer tolong baik ganggu,1
143,masak daftar susah banget video jaring tidak jaring lancar coba udate langkah masuk gagal udate lebih baik mbanking susah banget daftar mudah sulit nasabah,1
144,kecewa update baru top up dompet digital go pay bget sampai 3 proses kecewa bget rugi,1
145,ribet proses kadang suka kode error akun saja ribetnya ampun truss jaring suka kacau tidak koneksi cuuiiihh,1
146,akun nya blokir tidak diapa2in pas buka blokir lupa password otp nya tidak sampe2 sudah klik kirim ulang berkali2,1
147,rekam video daftar brimo ulang jaring bagus ikut intruksi saja gagal,1
148,riwayat transaksi suka tidak muncul tunggu muncul cepat,1
149,payah aplikasi foto ktp saja susah mati kayak tidak niat bikin aplikasi yaa aplikasi nama bugnya,1
150,susah banget akun sudah take video kali sudah sesuai intruksi salah capek,1
151,yang kaya tanggal 24 biar mudah aplikasi sudah 4 x kg aneh klu sebentar binatang lagi 4 biar 5 skrng belum 1,1
152,kecewaaaaa khawatir tibatiba saldo potong catat tera menu mutasi bkin khawatir,1
153,aplikasi eror bikin kesel emosi nasabah kali daftar pakai poto ktp tidak potonya sempurna banget mlenceng dikit saja tidak maklumin nama poto hp tidak sempurna kalau sempurna mudah kasih bintang tujuh,1
154,menu tarik tunai brimo loading melulu iya coba loading saja kuota aman sinyal lancar sudah hapus data cache bolak restart hp berkali2 memang dasar saja aplikasi error bagaimana sih perbaikin bug aplikasi nyusahin orang saja,1
155,maaf update buruk muncul transaksi web,1
156,susah rekam video minggu berulang2 verivikasi video hasil nha aplikasi mudah sulit kecewa,1
157,mohon baik tambah mudah guna desain ui bagus,1
158,aplikasi brimo buka mudah sulit sesuai daftar saja gagal kecewa,1
159,yang dengan yang selalu pndaftaran rekam wajah koneksi internet wifi kenceng data kenceng pakai wifi kantor kenceng aplikasi tidak manfaat,1
160,daftar saja susah banget tolong tingkat aplikasi nya kalau baik matang launching,1
161,aplikasi tolol hapus tidak di pakai usaha aplikasi bodoh kayak coba sampai puluh kali tidak rekam 8 detik upload bilang koneksi internet jaring tembus,1
162,aplikasi susah rekam video rekam video gagal arah page rekam gagal arah page kode otp mudah nasabah sulit nasabah mohon depan baik fitur rekam video,1
163,payah transaksi suka log out upgrade ngak buka log out belum sempurna bagaimana log out aplikasi langsung henti,1
164,sudah instal ulang langsug update gagal tidak bantu data nya mesti bagaimana sih biar gampang daftar nya bank bri suruh daftar download saja ikut langkah2 nya sudah di ikut gagal,1
165,tolong baik lagi transfer saja pakai brimo bri saldo rekening ko mesti pakai dompet digital mudah transaksi sulit transaksi,1
166,aplikasi payah buruk ikut sesuai prosedur email tetap tidak register,1
167,banget sulit buka melulu sudah bikin kartu tidak cabang kacau bri kalau kartu nya mah enak suruh pakai brimo tapi eror melulu ini aplikasi begimana coba,1
168,maaf kasih bintang 2 karena layan ny bagus saldo tidak tarik beda bank belah tarik saldo saldo 0 brimo jelek benget tidak tarik saldo ny,1
169,pakai 2x tari tunai eh ngebug sinyal kenceng tolong admin mohon baik uang daun,1
170,astaga bri transaksi saja butuh jadi sesal update aplikasi versi yang,1
171,sompret saat genting transfer ganggu kampretttttttt,1
172,mudah login sulit cari alamat unit bri sajaa susahh email di masuk sah teruss,1
173,aplikasi sulit mudah daftar nya susah data sesuai saja susah masuk nya,1
174,1 sulit masuk masuk sebentar automatis 2 pas masuk pin transfer eee automatis ragu yang deh kirim transfer ulang takut kirim 2x mohon baik,1
175,mudah malam memperibet username salah password salah gilir baik saja alas error cek data limit coba saja coba masuk username sudah benar tbtb blokir tidak burukk,1
176,aplikasi rasa arti memperibet pergi bang buka tabung tapibtetap di arah memggunakan aplikasi beberapakali coba gagal daftar nabung kalau susah milih mudah,1
177,aplikasi buruk registrasi saja sulit kendala rekam wajah coba kali gagal wifi lancar paket pulsa cahaya bagus terang gelap heran aplikasi mudah ribet tolong baik aplikasi brimo bri nya,1
178,tarik tunai aplikasi brimo loading terus sinyal stabil menu,1
179,mudah sulit nasabah sesuai arah ujung2 brimo henti instal2 ulang kelas bri masak aplikasi kayak begini,1
180,aplikasi sahabat untuk transaksi buka aplikasi nya mohon untuk baik,1
181,upload rekam sulit gagal coba berulangkali tete saja gagal jaring wifi lancar sinyal lancar gagal koneksi jaring si bagaimana,1
182,mudah tolong baik aplikasi temu catat uang masuk estetik pusing guna,1
183,habis update tidak buka password salah cair bri ceria tidak masak sudah 4 proses terus,1
184,daftar brimo nomor rekening gagal nomor rekening sekian kali gagal,1
185,verifikasi wajah saja susah si ribet tidak mudah sulit daftar bca saja gampang tidak kaya begini baik kesel mbanking saja susah,1
186,aplikasi sulit rekam video gagal kalau cuma diberitahu kualitas cahaya background banget sih aku kalau aplikasi nya saja mumpuni,1
187,tolong tim it brimo bikin akun brimo susah banget kirim video gagal pakai wifi plis baik,1
188,disuru pakai aplikasi brimo tapi daftar saja susah x ntah mana salah lihat dikomen semua ngeluh gx daftar hapus saja aplikasi brimonya cma bikin,1
189,aplikasi yang uji sabar aplikasi tuju mudah urus brimo urus kunjung yang malag nge bug ini aplikasi take video 15x endingnya aplikasi nge bug bagus,1
190,sudah 1 tidak narik pakai brimo menu tari loading sudah ulang kali uninstal instal aplikasi ubah jaring aman tidak ada uang tolong baik cepat terimakasih,1
191,bikin vidio verifikasi gagal sudah sesuai syarat nya jaring bagus,1
192,buka rekening akun brimo custumer service kcp bri hasil buka pulang rumah buka app brimo tulis username pasword yang tulis cs kcp bri ehhhh username salah pilih lupa username baik terima link sms buka link yang sms ehhhh username nya sudah sesuai aplikasi bilang salah username coba empatpuluhblas kali ehhhhh username salah kannn vangkeeee saya tidak pakai app brimo,1
193,halo kak aju kendala aplikasi brimo fitur tarik tunai sumber dana nominal muncul log in ulang uninstall install ulang aktif mode pesawat indikator sinyal warna hijau versi brimo yang baru,1
194,aplikasi upload google play store bank kelas bri handle aplikasi saja aplikasi rusak ko upload terus ngemis bintang heleh baik dulu aplikasi nya masalh bintang ubah kalau aplikasi nya bagus ngak fix kendala ngemis bintang mikir,1
195,atm trobel pin pakai mbanking susah banget buka aplikasi urgent banget tf susah terusss jaring full kok trobel jaring terus,1
196,aplikasi tidak percum download download nanti karena main daftar,1
197,daftar selalub ambil video ulang kali ambil video selaluh salah,1
198,apalikasihnya susah daftar kali kali ngk sudah hapus instal hapus instali belum bisa muncul proses ekyc tolong jagn sulit daftar brimo ya,1
199,servernya tolong baik weekend susah banget transaksi aplikasi sh tidak banget hari tidak buka aplikasi buka mudah repot,1
200,layan burukk verifikasi akun kode otp tolong pelayanya donk bagusin kecewa,1
201,says transfer status proses saldo sudah potong sudah 4harian status proses adu rumit sudah kali kayak begini kalau curi uang tidak begini,1
202,akun saya lupa password sudah nyoba fitur lupa password tidak sms masuk padahal pulsa bagaimana sih aplikasi sampah,1
203,saran sih lebih baik henti saja aplikasi butuh kartu atm tolong perhati lebih baik kartu atm pakai aplikasi,1
204,sudah donlowd gilir isi data eror suruh instal aplikasi ahirnya donlowd isi data tidak eror niat bikin aplikasi tidak si bikin emosi tog data lengkap alamat memang niat mudah nasabah sulit si gagal,1
205,parah aplikasi sudah pakai ratus kali rekam audio gagal tidak gagal kenapa cek sudah gagal saja lebih baik tutup aplikasi kalau nyusahin saja,1
206,aplikasi ngaco akun blokir tidak masuk verifikasi tapi pas pesan muncul mncul sms nya,1
207,hati hati aplikaai sar karena beli etoll brizzi hasil etol saldo tidak nambah saldo hilang sesuai beli etoll nak 600 ribu bang tidak jalan nya habis ganti mandiri bca saja,1
208,aplikasi yang jelek responnya lambat skli saya lupa password terus suruh tunggu kirim linknya sms ehhh sudah hmpir 10x mnta ulang sms belum juga dikirim2kn,1
209,parah sih pinjam bri lunas sertifikat jamin tahan alas pegang transaksi nasabah selesai urus nasabah libat bri,1
210,pindah perangkat batas diisntal perangkat yang ketat gunain saldo saat darurat sulit kena limit,1
211,heran sudah puluh kali daftar gagal foto rekam sudah gagl tolong mudah ya cepat mudah,1
212,update tidak untuk transaksi tolong perhati kecewa guna aktif brimo,1
213,baharu mala tidak kenerja aplikasi kecewa tarik tunai tidak tolong admin baik kerja aplikasi biar mudah transaksi,1
214,data tidak sesuai terus terkadang tulis layan henti hadehh tidak bisa daftar melulu,1
215,iya apknya ambil foto saja tidak jaring bagus hapus cache saja tidak,1
216,tarik tunai tidak bisa login tidak bisa sampai sampai notif push login 60 menit 60 menit notif akun sepenuh aktivitas server sudah dissconnect maju update indikator tidak tidak bisa tarik tunai kartu kartu fisik alas blangko habis memang masuk dunia industri benah matang matang,1
217,aplikasi perban yang uji sabar verifikasi wajah saja extra susah mohon baik puas nasabah solusi tidak akun brimo masa gwe akun ngene ae harus prei kj lelah deehhhhh aplikasi gagal aplikasi boros kuota data kr cs tidak verifikasi gagal aplikasi mu sulit nasabah9,1
218,sulit rekam ulang coba sellu gagal suara gelap dn belakang daftar brimo,1
219,registrasi ambil photo susah nya ampun tolong baik apk nya biar mudah daftar terima kasih,1
220,bagaimana sih aplikasi eror saja nggk buka tidak baik masuk jaring eror,1
221,update aplikasi masalah tidak nyaman dipake dipake transaksi tidak bisa kalau tidak baik uninstal saja,1
222,beli pulsa gagal 200rb dari tgl1 apk brimo sih sudah mutasi pngembaliannya tgl2 tapi saldo g nambah pmberitahuan gmail juga jadi ragu trnsaksi brimo,1
223,kasih bintang 1 karena dari kmarin daftar aplikasi tunggu kode otp dari brimo tidak pernah kirim pas kirim kode otp kirim tunggu kirim otp buka kode otp kirim,1
224,ko tidak bisa ngirim pakai dompet digital dana shopeepay terang transaksi gagal padahal nomor yang masuk tolong bagaimana lanjur butuh erorr tidak bisa tf,1
225,aplikasi buruk banget maaf yah admin tolong baik verifikasi wajah gagal melulu jaring bagus alias full nya muas,1
226,tinggal verifikasi rekam wajah bagus tolak suruh rekam parah males saya nya tinggal accord ribet ini aplikasi atm rekening ktp deh capekkk,1
227,sih indikator sinyal sega transaksi merah aplikasi henti sudah update baru bug selesai pakai wifi,1
228,kesel banget pakai brimo transaksi logout coba saja mudah sulit ulas banget yang sistem nya tolong baik,1
229,brimo tingkat keamnananya muda dihack uang puluh simpan hilang kejap,1
